Month,Age,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Customer_ID_Number,Binary_credit_mix,Credit_History_Age_by_year,No Loan,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,Not Specified,Payday Loan,Personal Loan,Student Loan
1,38.0,2.0,79631.28,6,7,23,6.0,17,19.0,10.37,11.0,2692.66,34.53,2,289.47,115.49,2,491.03,1489,0,15.0,0,1,1,0,0,1,0,1,0,1
4,47.0,4.0,35171.34,1,3,3,0.0,14,7.0,0.75,5.0,754.93,34.76,1,0.0,102.16,2,434.44,1786,1,31.0,1,0,0,0,0,0,0,0,0,0
1,35.0,13.0,14489.48,5,4,8,0.0,0,4.0,1.58,2.0,759.09,30.56,1,0.0,169.89,6,265.86,4062,1,19.0,1,0,0,0,0,0,0,0,0,0
1,38.0,1.0,26405.15,5,7,8,4.0,13,18.0,10.08,4.0,873.11,33.99,2,59.72,50.27,2,331.15,8739,0,17.0,0,0,1,0,1,1,0,1,0,0
1,23.0,1.0,38655.1,5,7,5,4.0,9,-2.0,3.22,4.0,1295.1,32.73,1,363.01,51.95,1,448.74,8163,1,30.0,0,0,0,0,0,1,1,0,0,0
4,47.0,2.0,43967.59,4,4,12,343.0,15,8.0,5.39,4.0,69.61,38.73,1,138.94,,2,351.99,11039,1,27.0,0,0,0,0,1,0,1,1,0,0
3,44.0,5.0,64794.64,7,5,31,5.0,61,20.0,4.35,12.0,2080.18,28.81,0,267.94,196.06,2,352.56,4489,0,17.0,0,0,0,1,1,0,0,1,0,0
4,20.0,5.0,15577.01,6,5,24,4.0,22,23.0,8.63,12.0,2173.67,36.2,2,50.87,0.0,5,262.96,5816,0,6.0,0,0,1,0,0,0,0,0,1,1
4,24.0,5.0,88905.0,6,7,11,2.0,10,12.0,0.58,4.0,971.83,34.27,2,132.55,233.15,5,634.27,9546,0,31.0,0,0,0,1,0,1,0,0,0,0
3,39.0,15.0,22143.31,5,6,17,3.0,25,19.0,11.18,3.0,1428.31,27.4,2,54.36,203.65,6,243.01,8517,0,30.0,0,0,0,0,0,0,1,1,1,0
1,21.0,6.0,88620.14,1,5,10,4.0,15,3.0,15.34,0.0,82.36,31.46,1,993.44,161.89,1,674.31,1385,1,26.0,0,0,0,1,1,0,0,0,1,1
4,19.0,8.0,31100.49,3,4,3,4.0,8,3.0,0.67,4.0,872.16,33.43,0,82.7,0.0,3,347.65,3171,1,26.0,0,1,0,0,1,1,1,0,0,0
3,39.0,2.0,57473.58,2,7,5,3.0,13,1.0,2.79,5.0,703.18,29.19,1,402.13,237.74,5,368.19,3025,1,31.0,0,0,0,1,0,0,1,1,0,0
1,36.0,6.0,17263.94,10,10,23,8.0,31,18.0,27.15,10.0,4149.76,29.79,2,96.95,0.0,1,270.23,5786,0,13.0,0,1,1,0,0,1,1,1,0,0
4,29.0,7.0,53770.11,8,8,17,5.0,42,17.0,18.75,17.0,2028.19,24.33,2,204.47,627.18,6,,7507,0,18.0,0,0,0,1,1,0,0,1,1,1
1,19.0,9.0,19098.69,8,10,22,9.0,41,20.0,24.84,10.0,4964.77,28.15,2,95.42,104.88,6,240.65,5459,0,12.0,0,0,1,0,1,1,1,0,1,1
3,45.0,6.0,32520.18,9,6,27,6.0,52,0.0,-3.4,11.0,2196.5,32.6,2,126.41,84.09,3,342.3,9400,0,20.0,0,0,0,1,1,1,0,0,1,1
3,38.0,5.0,34433.18,5,4,19,2.0,9,10.0,17.99,14.0,1683.88,25.07,2,36.29,245.05,4,255.8,9871,0,20.0,0,0,0,1,0,0,0,0,1,0
1,23.0,6.0,33494.58,8,5,12,3.0,7,16.0,17.8,8.0,1257.38,33.35,2,70.04,42.93,2,412.46,5762,0,8.0,0,0,0,0,0,0,1,1,0,1
4,47.0,9.0,29819.42,7,5,16,4.0,9,10.0,9.64,8.0,1379.69,32.71,0,89.16,141.59,6,300.64,8149,0,25.0,0,0,1,1,0,0,0,1,1,0
4,42.0,5.0,52266.76,8,6,448,3.0,6,18.0,10.8,8.0,140.69,38.15,2,59297.0,124.97,2,461.3,9139,0,17.0,0,0,0,1,1,1,0,0,0,0
2,18.0,10.0,86171.52,4,2,2,4.0,1,9.0,6.88,3.0,821.92,29.57,1,48503.0,0.0,1,585.73,7602,1,17.0,0,0,0,0,0,0,0,1,1,0
3,35.0,14.0,168647.08,2,5,1,2.0,13,0.0,9.48,4.0,1420.72,40.32,1,242.3,1295.68,5,151.91,4843,1,26.0,0,0,1,0,0,0,0,0,0,0
3,31.0,4.0,20338.48,7,6,16,6.0,33,27.0,2.93,14.0,1390.43,32.41,2,95.55,0.0,6,223.53,10731,0,6.0,0,0,1,0,0,0,1,1,1,1
4,19.0,14.0,140875.88,6,4,16,4.0,30,12.0,8.91,6.0,299.78,28.65,2,392.43,259.93,2,746.71,5807,0,28.0,0,0,1,1,1,0,0,0,0,0
2,20.0,8.0,34094.94,8,5,15,7.0,58,17.0,21.73,12.0,2704.98,26.57,2,169.86,232.36,6,154.9,5089,0,12.0,0,0,1,0,0,1,1,0,0,1
1,31.0,10.0,7206.84,3,4,14,4.0,24,20.0,17.42,5.0,1322.77,36.57,2,19.36,39.87,5,292.43,4265,0,15.0,0,1,1,0,0,0,0,0,0,1
4,29.0,11.0,20340.29,5,7,33,3.0,25,14.0,10.83,14.0,1325.41,33.66,2,45.26,204.68,6,217.16,11864,0,20.0,0,0,1,0,1,0,1,0,0,0
1,39.0,1.0,61648.24,10,8,15,8.0,35,18.0,28.28,1996.0,4129.59,36.68,2,359.0,147.76,5,257.78,7272,0,3.0,0,1,1,0,1,0,1,1,1,1
2,28.0,7.0,144396.68,5,6,4,0.0,9,0.0,6.25,4.0,923.5,30.18,1,0.0,1071.12,6,397.98,10387,1,26.0,1,0,0,0,0,0,0,0,0,0
2,31.0,13.0,16162.13,8,5,209,6.0,16,12.0,20.07,16.0,4449.15,26.29,2,77.05,27.91,3,275.93,9531,0,14.0,0,1,1,1,1,0,1,1,0,0
4,30.0,8.0,163032.6,4,3,5,1.0,15,3.0,8.3,,18.93,35.84,1,120.65,273.45,3,1212.2,3478,1,20.0,0,0,0,0,0,0,0,0,0,1
3,22.0,3.0,29041.4,3,5,3,2.0,4,0.0,8.58,1.0,1029.86,26.76,1,37.02,100.62,6,416.97,7127,1,32.0,0,0,0,0,0,0,0,1,0,1
1,29.0,14.0,43832.92,5,5,16,2.0,32,14.0,17.25,9.0,1441.58,23.17,2,373.37,140.05,2,380.65,11587,0,17.0,0,0,0,0,0,0,0,1,0,0
3,36.0,11.0,32597.48,1,2,2,2.0,10,10.0,6.3,6.0,1313.52,29.44,1,45.05,242.46,6,275.93,4681,1,20.0,0,1,1,0,0,0,0,0,0,0
3,44.0,14.0,94811.36,4,5,10,6.0,26,20.0,14.5,9.0,461.05,27.98,0,248.46,301.15,2,500.39,7164,0,13.0,0,1,1,1,0,1,0,0,1,1
1,23.0,9.0,46301.96,8,6,1,2.0,18,6.0,1.86,5.0,1288.02,33.09,1,70.97,115.91,4,451.17,8544,0,29.0,0,0,1,0,0,0,0,0,0,1
3,26.0,15.0,15724.04,10,5,19,8.0,22,15.0,6.6,12.0,3431.0,23.59,2,84.28,115.35,6,199.81,7213,0,14.0,0,1,1,1,0,0,1,1,0,1
1,39.0,8.0,14982.0,6,3,17,2.0,30,22.0,15.66,7.0,693.77,26.25,2,24.57,66.42,5,302.77,10412,0,22.0,0,0,0,1,1,0,0,0,0,0
3,40.0,2.0,18944.84,7,6,24,8.0,63,23.0,3.5,15.0,1456.02,30.13,2,116.99,122.52,5,202.16,4338,0,8.0,0,1,0,1,1,0,1,0,0,1
1,38.0,12.0,53143.17,8,8,18,7.0,47,15.0,4.66,11.0,3687.18,27.59,2,220.14,70.02,2,415.29,7020,0,6.0,0,1,0,1,1,1,0,1,0,1
2,35.0,2.0,15807.59,6,8,28,5.0,36,20.0,7.59,10.0,2400.96,29.51,2,39.45,55.13,6,335.25,7092,0,14.0,0,0,0,0,0,1,1,1,1,0
3,40.0,5.0,60031.96,9,9,22,9.0,62,25.0,23.85,11.0,3395.4,26.63,2,262.17,141.65,2,361.04,2464,0,9.0,0,1,1,1,0,1,0,1,0,0
1,20.0,5.0,61936.0,10,8,28,8.0,42,20.0,12.03,13.0,3593.33,33.95,2,280.39,614.25,6,,3507,0,9.0,0,1,0,1,1,1,1,0,1,1
2,18.0,5.0,25631.48,3,4,5458,3.0,21,13.0,8.74,12.0,203.18,30.56,2,55.67,130.52,4,289.7,2149,0,9.0,0,0,0,0,1,0,1,0,1,0
3,53.0,9.0,129204.92,5,6,12,4.0,13,19.0,1.54,3.0,1075.37,36.94,2,277.61,247.71,1,765.48,6538,0,24.0,0,1,1,0,0,0,0,1,1,0
1,39.0,15.0,65934.22,5,7,7,0.0,15,15.0,12.25,4.0,1123.0,35.29,2,0.0,355.03,3,450.42,988,0,21.0,1,0,0,0,0,0,0,0,0,0
2,19.0,12.0,37353.58,6,9,34,8.0,15,15.0,18.51,13.0,3459.09,23.13,2,172.34,100.59,2,269.74,7565,0,4.0,0,1,0,1,1,0,1,1,1,1
2,27.0,13.0,18060.64,8,7,23,3.0,29,25.0,3.13,12.0,1384.96,26.03,2,30.22,34.88,5,342.9,6816,0,17.0,0,1,0,1,0,0,0,0,1,0
1,34.0,2.0,86567.96,3,7,1,1.0,15,0.0,7.87,7.0,921.87,26.86,1,698.51,659.53,5,251.3,3449,1,25.0,0,0,0,1,0,0,0,0,0,0
3,51.0,8.0,136738.56,0,6,11,0.0,14,7.0,11.14,4.0,482.99,36.99,1,56569.0,172.58,1,1199.91,10093,1,25.0,1,0,0,0,0,0,0,0,0,0
3,39.0,10.0,17015.66,6,7,28,7.0,31,17.0,11.41,12.0,1987.47,37.41,2,81.81,128.23,5,203.26,7026,0,16.0,0,0,1,1,1,0,1,0,1,1
4,42.0,12.0,35518.98,8,6,9,3.0,12,16.0,15.52,9.0,1270.18,29.72,2,84.76,93.32,3,388.81,400,0,11.0,0,1,0,0,0,0,1,0,0,1
3,42.0,12.0,60071.07,6,9,20,6.0,60,24.0,17.16,13.0,3619.98,36.71,2,178.86,81.3,1,486.84,1306,0,7.0,0,1,0,1,0,0,0,0,1,0
4,27.0,8.0,34797.74,6,4,7,3.0,26,0.0,12.08,3.0,874.86,28.62,2,56.27,50.81,3,444.1,7120,0,32.0,0,0,0,0,0,0,0,1,1,0
3,35.0,10.0,131253.81,1,1,8,0.0,1,9.0,4.14,4.0,519.38,39.8,0,0.0,663.89,5,722.99,7888,1,22.0,1,0,0,0,0,0,0,0,0,0
2,36.0,4.0,17247.71,6,7,20,5.0,18,24.0,27.67,11.0,4596.48,27.51,2,64.55,102.91,6,273.37,6310,0,7.0,0,1,0,0,1,1,0,0,1,0
4,19.0,7.0,15165.14,10,7,25,9.0,59,16.0,23.91,10.0,3001.52,27.41,0,67.77,193.3,6,179.51,10927,0,1.0,0,0,0,1,1,0,1,0,1,0
4,29.0,10.0,32057.3,9,8,16,7.0,49,22.0,1.4,14.0,1327.26,27.35,0,164.86,187.36,6,198.42,9850,0,10.0,0,0,1,0,1,0,0,1,0,1
4,19.0,3.0,18184.81,8,9,30,8.0,31,15.0,28.55,14.0,4571.03,40.02,2,63.74,29.48,1,300.91,7937,0,5.0,0,0,1,1,1,1,1,1,1,0
1,20.0,14.0,32186.31,4,1,2,1.0,15,10.0,3.75,2.0,305.84,33.91,1,36255.0,297.73,6,268.28,1896,1,27.0,0,0,0,0,0,1,0,0,0,0
2,30.0,5.0,75654.81,7,6,12,1.0,10,14.0,11.4,6.0,1063.69,39.0,0,43.04,157.06,1,651.26,11573,0,21.0,0,0,0,0,0,1,0,0,0,0
2,18.0,11.0,54820.89,8,7,28,6.0,41,17.0,18.42,,4795.13,25.11,2,169.48,,5,370.37,67,0,3.0,0,0,0,1,1,1,0,0,1,0
3,41.0,5.0,33828.19,3,7,5,0.0,30,17.0,14.16,3.0,1123.09,40.01,1,0.0,218.36,6,363.34,9912,0,26.0,1,0,0,0,0,0,0,0,0,0
4,45.0,12.0,21484.04,5,3,8,3.0,25,11.0,1.08,9.0,939.2,30.13,1,33.16,52.31,1,361.86,596,1,26.0,0,0,0,0,0,1,0,0,1,0
4,32.0,1.0,126253.65,0,2,1,2.0,4,9.0,1.08,5.0,3.5,28.64,1,194.27,131.24,2,956.0,7947,1,32.0,0,0,0,0,0,0,0,0,1,1
4,55.0,13.0,78401.25,3,3,17,3.0,24,10.0,5.97,0.0,444.02,22.85,1,131.99,766.38,6,39.17,2897,0,19.0,0,1,0,1,0,0,1,0,0,0
1,25.0,4.0,107242.64,4,2,6,1.0,12,12.0,11.66,7.0,258.85,38.38,1,73.53,207.43,2,867.02,11129,1,32.0,0,0,0,0,0,0,0,0,0,1
2,34.0,10.0,69956.92,6,6,23,5.0,29,24.0,16.89,11.0,2338.26,34.72,2,152.89,291.86,3,368.32,10068,0,17.0,0,1,0,0,0,1,0,1,1,0
2,38.0,15.0,109563.36,4,3,9,1.0,5,12.0,8.74,6.0,214.57,29.97,1,84.19,205.07,1,877.87,9263,1,25.0,0,0,0,0,1,0,0,0,0,0
3,34.0,2.0,73327.0,10,8,18,5.0,31,23.0,22.31,9.0,3323.82,33.44,2,260.27,174.55,2,424.24,10506,0,2.0,0,1,0,0,1,1,0,1,0,1
4,44.0,9.0,15225.99,8,6,21,3.0,31,18.0,0.86,13.0,2103.91,32.14,0,29.42,53.08,6,356.38,1871,0,11.0,0,1,0,0,0,1,0,0,0,0
3,37.0,7.0,40514.84,2,5,3,3.0,3,7.0,2.64,5.0,151.33,36.04,1,55.85,314.94,4,250.33,757,1,18.0,0,1,0,1,0,0,1,0,0,0
2,29.0,14.0,20377.7,6,5,15,2.0,17,18.0,9.14,6.0,1490.65,26.09,2,29.92,25.74,1,350.25,993,0,11.0,0,0,0,0,0,0,0,1,0,1
2,21.0,4.0,35075.33,7,5,9,1.0,7,14.0,5.31,3.0,441.46,37.76,1,26564.0,125.23,5,447.59,8481,0,15.0,0,0,0,0,0,0,0,0,0,1
2,32.0,2.0,30922.28,1,5,12,2.0,19,1.0,7.71,2.0,957.53,39.78,1,30.34,229.22,6,279.93,196,1,22.0,0,0,0,0,0,1,0,0,0,1
1,29.0,10.0,33900.04,6,5,12,3.0,21,20.0,16.38,10.0,593.26,26.31,2,57.14,159.41,3,321.05,1605,0,19.0,0,0,0,1,0,1,0,0,1,0
1,39.0,9.0,71518.92,7,5,34,7.0,27,10.0,8.45,10.0,2466.19,38.28,2,331.27,167.17,5,380.76,7583,0,18.0,0,0,1,0,0,0,1,1,1,0
2,30.0,8.0,41414.58,9,6,23,2.0,22,22.0,8.39,14.0,1891.1,24.58,2,44.06,272.67,5,310.89,10712,0,7.0,0,0,0,0,0,1,0,0,0,1
1,22.0,14.0,7085.39,9,7,16,6.0,51,18.0,22.03,10.0,3988.68,29.25,2,82.7,17.08,4,293.77,5666,0,13.0,0,0,1,0,1,0,0,1,1,1
1,34.0,15.0,9133.04,6,7,34,6.0,61,14.0,15.26,11.0,3035.88,25.44,2,64047.0,65.83,5,261.67,162,0,9.0,0,0,1,0,1,1,0,0,0,1
3,52.0,9.0,11421.51,5,3,14,3.0,21,16.0,15.72,7.0,1278.12,24.43,0,20.89,83.68,6,288.51,6323,0,30.0,0,0,0,0,1,0,0,1,0,1
1,19.0,6.0,134734.16,7,7,11,2.0,24,11.0,3.11,2.0,45.12,28.51,1,153.81,916.52,5,328.16,2284,0,17.0,0,0,0,0,0,0,1,1,0,0
4,42.0,6.0,43426.9,1,6,2,4.0,7,10.0,8.35,6.0,0.95,34.52,1,98.63,119.14,6,422.02,10896,1,32.0,0,1,0,1,0,0,1,1,0,0
2,35.0,10.0,80132.13,4,4,571,0.0,29,0.0,6.81,3.0,1128.73,28.04,1,0.0,225.76,2,707.21,8469,1,27.0,1,0,0,0,0,0,0,0,0,0
2,33.0,8.0,12050.6,6,4,20,1.0,10,13.0,2.59,5.0,144.29,35.63,1,7.17,78.75,6,320.01,10180,0,30.0,0,0,0,0,0,0,1,0,0,0
1,35.0,7.0,43849.26,3,1,1,2.0,12,0.0,2.47,4.0,506.71,28.82,1,65.01,217.88,4,362.82,11917,1,28.0,0,0,1,1,0,0,0,0,0,0
4,43.0,4.0,71536.52,7,7,17,8.0,17,25.0,0.81,11.0,1390.09,29.3,2,339.75,61.89,1,409.9,9244,0,12.0,0,0,1,1,1,0,1,0,0,1
4,49.0,12.0,16518.58,1,5,9,4.0,4,0.0,17.67,6.0,272.0,40.0,1,47.62,144.82,6,253.92,4371,1,30.0,0,0,0,0,1,0,0,1,0,1
3,26.0,9.0,17965.72,7,8,32,2.0,47,11.0,16.91,10.0,2654.64,37.49,0,17.06,69.16,5,323.3,6185,0,20.0,0,1,0,0,0,1,0,0,0,0
4,32.0,7.0,174226.68,3,5,7,2.0,3,5.0,-0.99,5.0,1297.57,40.28,1,201.36,0.0,2,1219.92,8780,1,30.0,0,0,0,0,0,0,0,0,1,0
4,28.0,4.0,83062.28,7,9,33,5.0,15,18.0,4.52,12.0,2173.72,35.67,2,176.32,82.11,1,697.85,1504,0,17.0,0,0,1,0,1,0,1,0,0,1
3,33.0,6.0,56795.28,6,7,8,4.0,21,8.0,14.31,10.0,1344.35,37.11,2,365.21,141.29,2,412.9,3266,0,23.0,0,0,0,0,1,1,0,1,1,0
2,25.0,1.0,112882.68,5,1,10,4.0,19,10.0,6.24,2.0,722.9,29.89,1,353.62,949.7,5,,6120,1,29.0,0,0,1,1,1,0,1,0,0,0
4,46.0,5.0,109744.86,8,4,19,1.0,20,12.0,13.33,7.0,55.2,33.86,0,72.52,463.56,5,635.57,12002,0,33.0,0,0,0,0,0,0,0,0,1,0
1,18.0,11.0,18256.6,7,6,21,5.0,46,18.0,15.65,10.0,4670.52,28.61,2,72.63,31.7,3,321.92,6014,0,2.0,0,0,1,1,1,0,0,0,0,0
1,22.0,6.0,177150.4,2,6,6,4.0,5,11.0,1.47,4.0,429.86,38.7,1,472.28,104.39,1,1134.38,295,1,21.0,0,1,1,0,1,1,0,0,0,0
4,19.0,13.0,33806.55,4,6,8,0.0,17,20.0,5.0,1.0,208.25,32.99,1,0.0,243.14,4,293.98,3994,0,28.0,1,0,0,0,0,0,0,0,0,0
2,45.0,10.0,16858.01,9,6,21,3.0,46,10.0,16.95,13.0,2403.74,28.27,2,24.93,134.48,6,290.67,5193,0,11.0,0,0,1,0,0,0,1,0,1,0
4,49.0,4.0,29112.32,2,1,6,2.0,2,4.0,2.87,4.0,1263.31,38.59,1,28.04,199.22,6,296.04,10329,1,21.0,0,1,0,0,0,0,1,0,0,0
2,47.0,11.0,14707.38,3,1,2,0.0,3,-3.0,9.13,6.0,516.4,29.11,1,0.0,49.76,6,360.1,7450,1,16.0,1,0,0,0,0,0,0,0,0,0
2,20.0,15.0,144881.68,3,4,5455,4.0,5,0.0,10.1,5.0,404.51,32.68,0,414.66,257.81,1,755.29,98,0,26.0,0,0,1,1,1,0,0,0,0,1
4,37.0,6.0,41772.18,4,4,13,4.0,13,18.0,17.5,9.0,1383.84,30.08,2,119.09,51.62,2,415.79,2585,0,19.0,0,1,0,1,0,0,0,1,0,1
4,35.0,6.0,12127.24,4,4,11,1.0,29,16.0,6.96,5.0,581.87,23.99,2,5.63,68.66,5,295.17,2407,0,31.0,0,0,0,0,1,0,0,0,0,0
2,20.0,7.0,63515.92,3,7,3,1.0,6,0.0,0.65,9.0,609.25,28.62,1,29.29,156.72,2,620.69,6548,1,31.0,0,0,0,0,1,0,0,0,0,0
1,21.0,6.0,16047.01,7,3,19,1.0,7,13.0,12.89,8.0,183.15,35.99,2,8.25,0.0,6,325.96,9399,0,23.0,0,0,1,0,0,0,0,0,0,0
2,33.0,1.0,124190.8,8,3,17,4.0,6,8.0,3.7,0.0,834.52,33.2,2,408.65,253.17,1,642.2,10952,0,19.0,0,1,0,0,1,0,1,0,1,0
1,30.0,14.0,79630.14,3,1,3,1.0,3,7.0,11.37,0.0,1133.46,39.17,1,34.55,141.26,1,733.17,8370,1,16.0,0,0,0,0,0,0,0,0,1,0
2,41.0,5.0,19269.56,4,6,2184,4.0,11,7.0,6.67,2.0,578.31,32.24,1,40.15,152.8,6,231.43,3018,1,28.0,0,1,0,0,0,0,0,1,0,0
2,39.0,10.0,9126.46,10,7,33,5.0,38,0.0,28.57,17.0,4997.05,25.72,2,33.02,27.01,6,279.03,8216,0,9.0,0,1,0,0,1,0,0,0,1,0
2,20.0,8.0,49460.16,9,6,18,5.0,58,11.0,18.82,15.0,1720.99,24.1,2,197.67,56.82,1,412.57,7242,0,6.0,0,0,1,1,0,0,1,0,0,1
2,22.0,2.0,69050.52,3,3,317,0.0,20,15.0,8.1,3.0,1382.56,29.36,1,0.0,435.36,4,406.87,3060,1,30.0,1,0,0,0,0,0,0,0,0,0
4,36.0,7.0,50010.9,7,10,17,6.0,19,20.0,1.36,9.0,3399.01,37.36,2,211.96,155.21,6,349.09,7953,0,4.0,0,1,1,1,1,0,0,0,0,1
3,19.0,12.0,146880.84,1,6,2,1.0,25,7.0,5.04,1.0,387.53,34.87,1,765.97,918.61,5,500.57,8942,1,24.0,0,1,0,0,0,0,0,0,0,0
3,26.0,1.0,8137.62,8,6,34,8.0,35,21.0,15.53,6.0,3938.7,23.09,2,53.34,66.99,5,227.68,11718,0,2.0,0,0,0,1,1,1,1,0,1,0
2,25.0,3.0,20616.95,10,6,15,5.0,34,24.0,16.89,6.0,1776.76,29.49,2,48.1,71.55,6,317.96,2458,0,8.0,0,1,1,0,1,1,1,0,0,0
2,23.0,9.0,19253.6,8,6,18,9.0,47,18.0,6.42,13.0,3671.25,37.69,2,125.91,74.8,3,241.64,4970,0,5.0,0,1,0,0,1,1,1,1,1,0
4,41.0,4.0,45238.04,7,6,7,7.0,25,9.0,9.25,1512.0,1017.45,30.37,2,147.7,0.0,2,441.13,895,0,10.0,0,1,1,1,0,0,0,1,0,1
2,37.0,11.0,67097.28,3,3,11,4.0,18,12.0,17.16,7.0,1138.96,29.82,2,417.5,261.82,5,375.94,2783,0,23.0,0,1,0,1,0,0,0,0,0,1
1,43.0,3.0,30366.16,7,4,18,4.0,12,11.0,14.11,2.0,804.31,34.05,2,62.0,141.05,6,319.9,4205,0,20.0,0,1,0,1,0,0,1,0,0,0
2,38.0,12.0,17818.53,5,6,11,2.0,7,7.0,8.6,5.0,1452.64,33.42,1,103.3,82.4,5,314.12,11374,1,24.0,0,0,1,0,1,0,0,0,0,0
3,46.0,1.0,107360.1,7,7,13,1.0,7,18.0,6.04,5.0,1456.75,27.87,2,81.24,0.0,5,631.1,2513,0,17.0,0,0,0,0,0,0,0,1,0,0
3,18.0,3.0,14264.46,7,7,14,6.0,26,16.0,10.54,7.0,659.07,26.34,2,60.28,44.47,4,274.42,2914,0,16.0,0,1,1,1,1,0,0,0,1,0
1,26.0,10.0,12975.96,8,5,16,1.0,13,12.0,2.93,8.0,531.08,25.41,1,5.77,69.32,6,318.55,7031,0,26.0,0,0,0,0,1,0,0,0,0,0
1,45.0,13.0,42785.88,3,4,16,1.0,5,17.0,4.46,2.0,1240.45,30.37,1,12266.0,281.74,4,329.89,9041,0,25.0,0,0,0,0,0,0,1,0,0,0
3,41.0,12.0,16582.83,4,7,14,4.0,16,16.0,17.66,10.0,471.81,24.57,2,52.02,106.75,4,227.02,352,0,14.0,0,0,1,0,1,0,0,0,0,1
4,41.0,13.0,37840.48,3,3,12,1.0,6,1.0,-2.54,5.0,120.49,40.52,0,27.68,63.66,1,492.2,1874,1,17.0,0,1,0,0,0,0,0,0,0,0
1,42.0,5.0,83245.14,2,3,8,1.0,7,3.0,2.47,9.0,1229.4,34.32,1,67.69,170.8,1,705.22,2671,1,21.0,0,0,0,0,0,0,0,0,0,1
3,27.0,5.0,49023.22,5,5,13,2.0,6,12.0,11.48,5.0,270.2,39.58,1,62.74,172.0,6,471.39,426,0,27.0,0,0,1,0,0,0,0,0,0,1
4,22.0,9.0,32394.38,8,10,25,9.0,28,238.0,8.41,13.0,1941.54,33.48,2,143.03,54.31,1,305.81,8399,0,19.0,0,0,1,1,1,0,0,1,1,1
1,25.0,1.0,112882.68,5,1,10,4.0,14,11.0,6.24,2.0,722.9,32.04,1,353.62,388.64,2,476.23,6120,1,29.0,0,0,1,1,1,0,1,0,0,0
4,37.0,12.0,109655.25,1,4,6,0.0,12,-1.0,8.27,4.0,1234.63,35.93,1,39812.0,245.34,3,946.05,10573,1,26.0,1,0,0,0,0,0,0,0,0,0
2,38.0,3.0,123936.16,4,3,2550,0.0,13,15.0,15.46,3.0,738.13,34.16,0,0.0,,3,939.72,8581,0,30.0,1,0,0,0,0,0,0,0,0,0
1,34.0,13.0,18708.73,10,5,20,8.0,43,18.0,23.19,13.0,3924.2,31.03,2,62.41,71.4,6,293.5,7759,0,4.0,0,0,1,1,0,1,1,1,0,1
1,30.0,3.0,60462.44,7,7,26,7.0,40,20.0,4.19,10.0,1432.13,30.28,2,319.79,,2,340.45,4627,0,8.0,0,0,0,1,1,0,1,1,0,1
3,40.0,1.0,7762.6,3,9,17,2.0,9,14.0,9.27,10.0,2407.95,24.69,2,10.55,31.16,6,319.58,11680,0,10.0,0,0,0,0,0,0,0,0,1,0
1,39.0,4.0,102432.51,8,4,19,1.0,11,11.0,3.74,2.0,571.65,33.01,1,1245.57,592.76,3,471.04,7514,0,29.0,0,0,0,0,0,0,1,0,0,0
1,38.0,9.0,18385344.0,5,6,10,7.0,14,8.0,15.87,8.0,841.39,29.39,2,90.6,80.39,2,311.88,7040,0,13.0,0,1,0,0,0,0,1,1,1,0
2,20.0,9.0,77519.04,6,6,23,7.0,31,16.0,16.57,6.0,3343.32,34.7,0,360.68,,5,68.7,625,0,9.0,0,0,1,1,0,1,1,0,1,1
3,36.0,7.0,19147.2,3,5,5,0.0,6,19.0,9.0,4.0,1347.02,37.94,2,0.0,42.21,1,367.05,12421,0,27.0,1,0,0,0,0,0,0,0,0,0
2,53.0,4.0,81223.36,3,7,8,0.0,8,6.0,2.78,9.0,121.02,29.02,1,0.0,247.09,2,688.87,6935,1,20.0,1,0,0,0,0,0,0,0,0,0
1,31.0,14.0,16972.37,6,10,17,5.0,57,18.0,27.2,15.0,4348.66,24.04,2,48.92,50.7,5,318.22,5580,0,8.0,0,1,0,0,1,1,0,0,0,0
1,33.0,13.0,166621.84,0,3,1,0.0,1,11.0,5.53,1.0,501.21,37.96,1,0.0,277.06,1,1334.86,11202,1,25.0,1,0,0,0,0,0,0,0,0,0
2,23.0,4.0,59240.0,6,5,9,2.0,19,14.0,11.56,2.0,469.89,32.88,2,69.27,0.0,2,462.9,6650,0,17.0,0,1,1,0,0,0,0,0,0,0
3,29.0,9.0,23956.27,3,7,12,3.0,10,13.0,10.52,11.0,893.87,35.86,2,46.98,30.06,2,350.3,7483,0,14.0,0,0,0,1,0,0,0,1,0,1
1,33.0,1.0,42220.39,1,4,1,4.0,9,9.0,7.48,1.0,257.81,25.23,1,191.95,0.0,6,40.21,153,1,23.0,0,0,1,0,0,1,0,0,0,1
1,26.0,3.0,116809.0,3,1,3,3.0,-1,4.0,0.73,8.0,1312.44,41.62,1,191.68,190.69,2,848.85,1415,1,19.0,0,0,1,1,0,0,1,0,0,0
3,34.0,10.0,102447.39,5,4,4,0.0,7,0.0,8.54,5.0,190.48,41.17,1,0.0,,5,378.93,3269,1,33.0,1,0,0,0,0,0,0,0,0,0
